source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:BP	GO:0030334	regulation of cell migration	0.005495833852622175	True	"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]"	960	5569	317	21026	0.05692224815945412	0.3302083333333333	query_1	['GO:0016477', 'GO:2000145']
GO:BP	GO:0007059	chromosome segregation	0.005727685441343025	True	"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]"	427	5569	156	21026	0.028012210450709285	0.36533957845433257	query_1	['GO:0022402']
GO:BP	GO:0008202	steroid metabolic process	0.005753353114673957	True	"""The chemical reactions and pathways involving steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus."" [ISBN:0198547684]"	335	5569	127	21026	0.02280481235410307	0.37910447761194027	query_1	['GO:0006629']
GO:BP	GO:0034097	response to cytokine	0.0058134137888527365	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:sl]"	947	5569	313	21026	0.056203986353025676	0.33051742344244983	query_1	['GO:1901652']
GO:BP	GO:0006259	DNA metabolic process	0.0059891626990662816	True	"""Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."" [ISBN:0198506732]"	1005	5569	330	21026	0.05925659903034656	0.3283582089552239	query_1	['GO:0090304']
GO:BP	GO:0009894	regulation of catabolic process	0.006571735611218191	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	1040	5569	340	21026	0.06105225354641767	0.3269230769230769	query_1	['GO:0009056', 'GO:0019222']
GO:BP	GO:0051276	chromosome organization	0.006576456954173935	True	"""A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	574	5569	201	21026	0.03609265577302927	0.3501742160278746	query_1	['GO:0006996']
GO:BP	GO:1901652	response to peptide	0.006717854872105786	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	962	5569	317	21026	0.05692224815945412	0.3295218295218295	query_1	['GO:0042221']
GO:BP	GO:0051960	regulation of nervous system development	0.006727331560889404	True	"""Any process that modulates the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]"	457	5569	165	21026	0.02962829951517328	0.3610503282275711	query_1	['GO:0007399', 'GO:2000026']
GO:BP	GO:0055082	intracellular chemical homeostasis	0.006931271061887019	True	"""A homeostatic process involved in the maintenance of a steady state level of a chemical within a cell."" [GOC:isa_complete, GOC:jid]"	730	5569	248	21026	0.044532231998563473	0.33972602739726027	query_1	['GO:0019725', 'GO:0048878']
GO:BP	GO:0008203	cholesterol metabolic process	0.006952631459955081	True	"""The chemical reactions and pathways involving cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones. It is a component of the plasma membrane lipid bilayer and of plasma lipoproteins and can be found in all animal tissues."" [ISBN:0198506732]"	145	5569	64	21026	0.011492188902855091	0.4413793103448276	query_1	['GO:0016125', 'GO:1902652']
GO:BP	GO:0016125	sterol metabolic process	0.00800167472320317	True	"""The chemical reactions and pathways involving sterols, steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."" [ISBN:0198547684]"	160	5569	69	21026	0.012390016160890645	0.43125	query_1	['GO:0008202']
GO:BP	GO:2000145	regulation of cell motility	0.008314902594379767	True	"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]"	1022	5569	334	21026	0.059974860836775	0.3268101761252446	query_1	['GO:0040012', 'GO:0048870', 'GO:0050794']
GO:BP	GO:0001667	ameboidal-type cell migration	0.008701498586966047	True	"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]"	235	5569	94	21026	0.016879152451068413	0.4	query_1	['GO:0016477']
GO:BP	GO:0015711	organic anion transport	0.00902252112105232	True	"""The directed movement of organic anions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage."" [GOC:ai, GOC:krc]"	459	5569	165	21026	0.02962829951517328	0.35947712418300654	query_1	['GO:0006810']
GO:BP	GO:0030003	intracellular monoatomic cation homeostasis	0.009024483289787966	True	"""A homeostatic process involved in the maintenance of a steady state level of monoatomic cations within a cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:mah]"	524	5569	185	21026	0.033219608547315496	0.3530534351145038	query_1	['GO:0006873', 'GO:0055080']
GO:BP	GO:0042326	negative regulation of phosphorylation	0.009641299235568062	True	"""Any process that stops, prevents or decreases the rate of addition of phosphate groups to a molecule."" [GOC:jl]"	260	5569	102	21026	0.018315676063925302	0.3923076923076923	query_1	['GO:0016310', 'GO:0042325', 'GO:0045936']
GO:BP	GO:2000026	regulation of multicellular organismal development	0.011255131828047996	True	"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]"	1418	5569	448	21026	0.08044532231998563	0.3159379407616361	query_1	['GO:0007275', 'GO:0050793', 'GO:0051239']
GO:BP	GO:0051094	positive regulation of developmental process	0.012532372078380899	True	"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]"	1343	5569	426	21026	0.0764948823846292	0.31720029784065523	query_1	['GO:0032502', 'GO:0048518', 'GO:0050793']
GO:BP	GO:1902652	secondary alcohol metabolic process	0.01299698740638981	True	"""The chemical reactions and pathways involving secondary alcohol."" [GO_REF:0000068, GOC:mengo_curators, GOC:TermGenie, PMID:11288200]"	156	5569	67	21026	0.012030885257676423	0.42948717948717946	query_1	['GO:0006066']
GO:BP	GO:0050801	monoatomic ion homeostasis	0.013578963519446966	True	"""Any process involved in the maintenance of an internal steady state of monoatomic ions within an organism or cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]"	616	5569	212	21026	0.03806787574070749	0.34415584415584416	query_1	['GO:0048878']
GO:BP	GO:0010256	endomembrane system organization	0.014104761059641278	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endomembrane system."" [GOC:mah, GOC:sm]"	613	5569	211	21026	0.03788831028910038	0.3442088091353997	query_1	['GO:0016043']
GO:BP	GO:0072330	monocarboxylic acid biosynthetic process	0.014248684263894596	True	"""The chemical reactions and pathways resulting in the formation of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group."" [GOC:mah]"	213	5569	86	21026	0.015442628838211528	0.40375586854460094	query_1	['GO:0032787', 'GO:0046394']
GO:BP	GO:0009605	response to external stimulus	0.014523190387949943	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]"	2415	5569	730	21026	0.13108277967319087	0.3022774327122153	query_1	['GO:0050896']
GO:BP	GO:0051241	negative regulation of multicellular organismal process	0.0157355994640814	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1087	5569	351	21026	0.06302747351409589	0.32290708371665133	query_1	['GO:0032501', 'GO:0048519', 'GO:0051239']
GO:BP	GO:0035239	tube morphogenesis	0.01585356486791872	True	"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]"	879	5569	290	21026	0.05207398096606213	0.32992036405005687	query_1	['GO:0009653', 'GO:0035295']
GO:BP	GO:0016050	vesicle organization	0.016062219649640493	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a vesicle."" [GOC:mah]"	376	5569	138	21026	0.02478003232178129	0.3670212765957447	query_1	['GO:0006996']
GO:BP	GO:0048871	multicellular organismal-level homeostasis	0.01608099330194356	True	"""Any process involved in the maintenance of an internal steady state at the level of the multicellular organism."" [GOC:isa_complete]"	825	5569	274	21026	0.049200933740348354	0.3321212121212121	query_1	['GO:0032501', 'GO:0042592']
GO:BP	GO:1903829	positive regulation of protein localization	0.01636093446548955	True	"""Any process that activates or increases the frequency, rate or extent of a protein localization."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	499	5569	176	21026	0.0316035194828515	0.3527054108216433	query_1	['GO:0008104', 'GO:0032880', 'GO:0048522']
GO:BP	GO:0030001	metal ion transport	0.016850680330376042	True	"""The directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	883	5569	291	21026	0.05225354641766924	0.32955832389580975	query_1	['GO:0006812']
GO:BP	GO:0043068	positive regulation of programmed cell death	0.018874627642753505	True	"""Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	546	5569	190	21026	0.03411743580535105	0.34798534798534797	query_1	['GO:0012501', 'GO:0043067', 'GO:0048522']
GO:BP	GO:0007015	actin filament organization	0.019062998892231592	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking."" [GOC:mah]"	461	5569	164	21026	0.02944873406356617	0.3557483731019523	query_1	['GO:0030036', 'GO:0097435']
GO:BP	GO:0060284	regulation of cell development	0.019162415810547912	True	"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]"	847	5569	280	21026	0.05027832644999102	0.3305785123966942	query_1	['GO:0045595', 'GO:0048468']
GO:BP	GO:0097435	supramolecular fiber organization	0.020048586594769015	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a supramolecular fiber, a polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure."" [GOC:pr]"	861	5569	284	21026	0.050996588256419464	0.32984901277584205	query_1	['GO:0016043']
GO:BP	GO:0055123	digestive system development	0.020250391898908985	True	"""The process whose specific outcome is the progression of the digestive system over time, from its formation to the mature structure. The digestive system is the entire structure in which digestion takes place. Digestion is all of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."" [GOC:jid]"	146	5569	63	21026	0.011312623451247979	0.4315068493150685	query_1	['GO:0048731']
GO:BP	GO:0031400	negative regulation of protein modification process	0.02109220659251175	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	349	5569	129	21026	0.023163943257317292	0.36962750716332377	query_1	['GO:0031399', 'GO:0036211', 'GO:0051248']
GO:BP	GO:0010564	regulation of cell cycle process	0.021501942117251246	True	"""Any process that modulates a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]"	720	5569	242	21026	0.04345483928892081	0.33611111111111114	query_1	['GO:0022402', 'GO:0051726']
GO:BP	GO:0010876	lipid localization	0.023516270885060506	True	"""Any process in which a lipid is transported to, or maintained in, a specific location."" [GOC:BHF, GOC:dph, GOC:tb]"	456	5569	162	21026	0.02908960316035195	0.35526315789473684	query_1	['GO:0033036']
GO:BP	GO:0002683	negative regulation of immune system process	0.024031003096814576	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process."" [GOC:add]"	515	5569	180	21026	0.03232178128927994	0.34951456310679613	query_1	['GO:0002376', 'GO:0002682', 'GO:0048519']
GO:BP	GO:0048193	Golgi vesicle transport	0.025102373277003424	True	"""The directed movement of substances into, out of or within the Golgi apparatus, mediated by vesicles."" [GOC:jid, ISBN:0716731363, PMID:10219233]"	312	5569	117	21026	0.021009157838031964	0.375	query_1	['GO:0016192']
GO:BP	GO:0006366	transcription by RNA polymerase II	0.026348342958196366	True	"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]"	2711	5569	810	21026	0.14544801580175973	0.2987827369974179	query_1	['GO:0006351']
GO:BP	GO:0042325	regulation of phosphorylation	0.026803953570061687	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	830	5569	274	21026	0.049200933740348354	0.3301204819277108	query_1	['GO:0016310', 'GO:0019220']
GO:BP	GO:0042180	ketone metabolic process	0.027306968678855247	True	"""The chemical reactions and pathways involving any of a class of organic compounds that contain the carbonyl group, CO, and in which the carbonyl group is bonded only to carbon atoms, as carried out by individual cells. The general formula for a ketone is RCOR, where R and R are alkyl or aryl groups."" [GOC:jl, ISBN:0787650153]"	213	5569	85	21026	0.015263063386604417	0.39906103286384975	query_1	['GO:0008152']
GO:BP	GO:0009062	fatty acid catabolic process	0.02838326850825554	True	"""The chemical reactions and pathways resulting in the breakdown of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."" [GOC:go_curators]"	107	5569	49	21026	0.008798707128748428	0.45794392523364486	query_1	['GO:0006631', 'GO:0016042', 'GO:0072329']
GO:BP	GO:0031399	regulation of protein modification process	0.0284628900971316	True	"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	1049	5569	338	21026	0.06069312264320345	0.32221163012392756	query_1	['GO:0036211', 'GO:0051246']
GO:BP	GO:0061138	morphogenesis of a branching epithelium	0.02887175477079523	True	"""The process in which the anatomical structures of a branched epithelium are generated and organized."" [GOC:dph]"	189	5569	77	21026	0.01382653977374753	0.4074074074074074	query_1	['GO:0001763', 'GO:0002009']
GO:BP	GO:0055080	monoatomic cation homeostasis	0.02993477950360924	True	"""Any process involved in the maintenance of an internal steady state of monoatomic cations within an organism or cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:jid, GOC:mah]"	606	5569	207	21026	0.037170048482671934	0.3415841584158416	query_1	['GO:0050801']
GO:BP	GO:0040012	regulation of locomotion	0.0306072745262158	True	"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]"	1067	5569	343	21026	0.061590949901239	0.32146204311152765	query_1	['GO:0040011', 'GO:0050789']
GO:BP	GO:0036152	phosphatidylethanolamine acyl-chain remodeling	0.030676506676119476	True	"""Remodeling the acyl chains of phosphatidylethanolamine, through sequential deacylation and re-acylation reactions, to generate phosphatidylethanolamine containing different types of fatty acid acyl chains."" [GOC:mw, PMID:18287005, PMID:18458083]"	11	5569	10	21026	0.001795654516071108	0.9090909090909091	query_1	['GO:0046470']
GO:BP	GO:0060544	regulation of necroptotic process	0.031083041623797318	True	"""Any process that modulates the rate, frequency or extent of a necroptotic process, a necrotic cell death process that results from the activation of endogenous cellular processes, such as signaling involving death domain receptors or Toll-like receptors."" [GOC:BHF, GOC:dph, GOC:mtg_apoptosis, GOC:tb]"	27	5569	18	21026	0.003232178128927994	0.6666666666666666	query_1	['GO:0062098', 'GO:0070266']
GO:BP	GO:0019725	cellular homeostasis	0.03149160113579335	True	"""Any process involved in the maintenance of an internal steady state at the level of the cell."" [GOC:isa_complete, GOC:jl, ISBN:0395825172]"	835	5569	275	21026	0.04938049919195547	0.32934131736526945	query_1	['GO:0042592']
GO:BP	GO:0030030	cell projection organization	0.03215654549442935	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, PMID:16318917]"	1631	5569	505	21026	0.09068055306159095	0.3096259963212753	query_1	['GO:0016043']
GO:BP	GO:0016053	organic acid biosynthetic process	0.032297364980668694	True	"""The chemical reactions and pathways resulting in the formation of organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]"	323	5569	120	21026	0.021547854192853294	0.3715170278637771	query_1	['GO:0006082', 'GO:0044283']
GO:BP	GO:0008654	phospholipid biosynthetic process	0.03240594108288878	True	"""The chemical reactions and pathways resulting in the formation of a phospholipid, a lipid containing phosphoric acid as a mono- or diester."" [ISBN:0198506732]"	257	5569	99	21026	0.01777697970910397	0.3852140077821012	query_1	['GO:0006644', 'GO:0008610', 'GO:0090407']
GO:BP	GO:0031175	neuron projection development	0.0324249094252375	True	"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]"	1023	5569	330	21026	0.05925659903034656	0.3225806451612903	query_1	['GO:0048666', 'GO:0120036']
GO:BP	GO:0071495	cellular response to endogenous stimulus	0.03250393863253502	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1223	5569	388	21026	0.06967139522355899	0.3172526573998365	query_1	['GO:0009719']
GO:BP	GO:0009100	glycoprotein metabolic process	0.03284871718447515	True	"""The chemical reactions and pathways involving glycoproteins, a protein that contains covalently bound glycose (i.e. monosaccharide) residues; the glycose occurs most commonly as oligosaccharide or fairly small polysaccharide but occasionally as monosaccharide."" [GOC:go_curators, ISBN:0198506732]"	371	5569	135	21026	0.024241335966959956	0.3638814016172507	query_1	['GO:0019538', 'GO:1901135']
GO:BP	GO:0010810	regulation of cell-substrate adhesion	0.03323367723641517	True	"""Any process that modulates the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]"	217	5569	86	21026	0.015442628838211528	0.39631336405529954	query_1	['GO:0030155', 'GO:0031589']
GO:BP	GO:0042063	gliogenesis	0.034023541841467726	True	"""The process that results in the generation of glial cells. This includes the production of glial progenitors and their differentiation into mature glia."" [GOC:dgh, GOC:jid]"	352	5569	129	21026	0.023163943257317292	0.3664772727272727	query_1	['GO:0022008']
GO:BP	GO:0010639	negative regulation of organelle organization	0.034023541841467726	True	"""Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]"	352	5569	129	21026	0.023163943257317292	0.3664772727272727	query_1	['GO:0006996', 'GO:0033043', 'GO:0051129']
GO:BP	GO:0044419	biological process involved in interspecies interaction between organisms	0.035375877945008044	True	"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]"	1759	5569	541	21026	0.09714490931944694	0.3075611142694713	query_1	['GO:0008150']
GO:BP	GO:0010948	negative regulation of cell cycle process	0.03680717059506284	True	"""Any process that decreases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]"	289	5569	109	21026	0.019572634225175075	0.3771626297577855	query_1	['GO:0010564', 'GO:0022402', 'GO:0045786']
GO:BP	GO:0006790	sulfur compound metabolic process	0.037196085362332376	True	"""The chemical reactions and pathways involving the nonmetallic element sulfur or compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione."" [GOC:ai]"	308	5569	115	21026	0.020650026934817742	0.37337662337662336	query_1	['GO:0008152']
GO:BP	GO:0046395	carboxylic acid catabolic process	0.042438809260451224	True	"""The chemical reactions and pathways resulting in the breakdown of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups."" [ISBN:0198506732]"	246	5569	95	21026	0.017058717902675526	0.3861788617886179	query_1	['GO:0016054', 'GO:0019752']
GO:BP	GO:0016054	organic acid catabolic process	0.042438809260451224	True	"""The chemical reactions and pathways resulting in the breakdown of organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]"	246	5569	95	21026	0.017058717902675526	0.3861788617886179	query_1	['GO:0006082', 'GO:0044282']
GO:BP	GO:0001763	morphogenesis of a branching structure	0.042886316006815216	True	"""The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes."" [ISBN:0721662544]"	206	5569	82	21026	0.014724367031783085	0.39805825242718446	query_1	['GO:0009653', 'GO:0032501']
GO:BP	GO:0062098	regulation of programmed necrotic cell death	0.04343433520033964	True	"""Any process that modulates the frequency, rate or extent of programmed necrotic cell death."" [GOC:aruk, GOC:rph, PMID:27258785]"	32	5569	20	21026	0.003591309032142216	0.625	query_1	['GO:0043067', 'GO:0097300']
GO:BP	GO:0080134	regulation of response to stress	0.04478767688415851	True	"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	1387	5569	434	21026	0.07793140599748609	0.31290555155010813	query_1	['GO:0006950', 'GO:0048583']
GO:BP	GO:0044092	negative regulation of molecular function	0.04509655427847544	True	"""Any process that stops or reduces the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	553	5569	190	21026	0.03411743580535105	0.3435804701627486	query_1	['GO:0065009']
GO:BP	GO:0055088	lipid homeostasis	0.04585903271053842	True	"""Any process involved in the maintenance of an internal steady state of lipid within an organism or cell."" [GOC:BHF, GOC:rl]"	167	5569	69	21026	0.012390016160890645	0.41317365269461076	query_1	['GO:0048878']
GO:BP	GO:0000226	microtubule cytoskeleton organization	0.046459390091367896	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins."" [GOC:mah]"	670	5569	225	21026	0.04040222661159993	0.3358208955223881	query_1	['GO:0007010', 'GO:0007017']
GO:BP	GO:0034308	primary alcohol metabolic process	0.04737393296219123	True	"""The chemical reactions and pathways involving primary alcohols. A primary alcohol is any alcohol in which a hydroxy group, -OH, is attached to a saturated carbon atom which has either three hydrogen atoms attached to it or only one other carbon atom and two hydrogen atoms attached to it."" [GOC:mah]"	103	5569	47	21026	0.008439576225534207	0.4563106796116505	query_1	['GO:0006066']
GO:BP	GO:0048598	embryonic morphogenesis	0.047592525776224824	True	"""The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."" [GOC:jid, GOC:mtg_sensu]"	620	5569	210	21026	0.037708744837493265	0.3387096774193548	query_1	['GO:0009653', 'GO:0009790']
GO:BP	GO:0072329	monocarboxylic acid catabolic process	0.0488449941717613	True	"""The chemical reactions and pathways resulting in the breakdown of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group."" [GOC:mah]"	126	5569	55	21026	0.009876099838391094	0.4365079365079365	query_1	['GO:0032787', 'GO:0046395']
GO:BP	GO:0045786	negative regulation of cell cycle	0.04990619177204144	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	377	5569	136	21026	0.024420901418567068	0.36074270557029176	query_1	['GO:0007049', 'GO:0048523', 'GO:0051726']
